"","Value","S","K","tau","r","BS"
"2793",153.125,1394.46,1300,0.378082191780822,0.0116,"Under"
"2794",60,1474.47,1450,0.145205479452055,0.0112,"Over"
"2795",576.875,1416.83,850,0.350684931506849,0.0114,"Under"
"2796",26.75,1469.44,1500,0.0876712328767123,0.0111,"Under"
"2797",30,1387.12,1415,0.0986301369863014,0.0117,"Under"
"2798",23,1314.95,1425,0.216438356164384,0.0124,"Under"
"2799",223.625,1305.6,1100,0.241095890410959,0.0125,"Under"
"2800",302.25,1355.62,1125,0.778082191780822,0.012,"Under"
"2801",143,1496.07,1400,0.331506849315069,0.011,"Under"
"2802",329.375,1468.25,1200,0.627397260273973,0.0111,"Under"
"2803",395.625,1491.56,1100,0.0904109589041096,0.0111,"Under"
"2804",3.625,1392.14,1500,0.0849315068493151,0.0116,"Over"
"2805",602.5,1449.68,850,0.178082191780822,0.0112,"Under"
"2806",49,1349.97,1395,0.164383561643836,0.0121,"Under"
"2807",47.5,1449.62,1450,0.13972602739726,0.0114,"Over"
"2808",0.375,1351.26,1575,0.0904109589041096,0.0121,"Over"
"2809",192.625,1401.53,1225,0.147945205479452,0.0116,"Under"
"2810",206.25,1388.76,1200,0.158904109589041,0.0118,"Under"
"2811",112,1356.56,1400,0.424657534246575,0.012,"Under"
"2812",13,1454.6,1525,0.136986301369863,0.0113,"Over"
"2813",18.125,1360.16,1430,0.136986301369863,0.0119,"Over"
"2814",223.75,1394.46,1250,0.627397260273973,0.0116,"Under"
"2815",400.875,1487.37,1150,0.698630136986301,0.011,"Under"
"2816",3.75,1448.81,1600,0.120547945205479,0.0113,"Over"
"2817",224,1464.47,1350,0.750684931506849,0.0111,"Under"
"2818",158.5,1465.81,1325,0.175342465753425,0.0113,"Under"
"2819",158.375,1436.23,1350,0.454794520547945,0.0114,"Under"
"2820",58.5,1498.58,1500,0.136986301369863,0.0109,"Under"
"2821",367.5,1348.05,995,0.301369863013699,0.012,"Under"
"2822",242.875,1420.96,1200,0.175342465753425,0.0115,"Under"
"2823",38,1492.25,1510,0.123287671232877,0.0111,"Over"
"2824",161,1444.51,1300,0.0904109589041096,0.0114,"Under"
"2825",184.875,1446.23,1325,0.449315068493151,0.0114,"Under"
"2826",27.375,1496.07,1700,0.580821917808219,0.011,"Over"
"2827",382.5,1500.64,1125,0.161643835616438,0.0108,"Under"
"2828",404.75,1469.54,1100,0.454794520547945,0.0112,"Under"
"2829",65,1387.02,1375,0.183561643835616,0.0118,"Under"
"2830",7,1356.56,1500,0.424657534246575,0.012,"Over"
"2831",178.5,1460.99,1350,0.391780821917808,0.0112,"Under"
"2832",73,1446,1525,0.512328767123288,0.0113,"Under"
"2833",107,1498.58,1450,0.213698630136986,0.0109,"Under"
"2834",61,1494.73,1485,0.202739726027397,0.0109,"Over"
"2835",71,1464.92,1500,0.389041095890411,0.0111,"Under"
"2836",266.75,1409.17,1150,0.117808219178082,0.0115,"Under"
"2837",306.25,1452.36,1150,0.0904109589041096,0.0112,"Under"
"2838",87.375,1432.19,1400,0.205479452054795,0.0114,"Under"
"2839",296,1441.72,1150,0.106849315068493,0.0112,"Under"
"2840",213.5,1387.02,1200,0.106849315068493,0.0118,"Under"
"2841",445.375,1315.19,900,0.471232876712329,0.0124,"Under"
"2842",125,1371.18,1300,0.26027397260274,0.0119,"Under"
"2843",253.125,1440.51,1200,0.101369863013699,0.0113,"Under"
"2844",412.5,1451.34,1050,0.238356164383562,0.0114,"Under"
"2845",31.25,1460.25,1475,0.101369863013699,0.0113,"Over"
"2846",12.5,1426.46,1500,0.126027397260274,0.0115,"Over"
"2847",62,1457.84,1475,0.202739726027397,0.0112,"Under"
"2848",334.75,1366.7,1100,0.775342465753425,0.0119,"Under"
"2849",298.375,1438.56,1150,0.106849315068493,0.0113,"Under"
"2850",81,1264.74,1250,0.161643835616438,0.0129,"Under"
"2851",199,1398.66,1250,0.378082191780822,0.0117,"Under"
"2852",90.125,1477.26,1525,0.53972602739726,0.011,"Under"
"2853",119,1491.72,1400,0.175342465753425,0.0111,"Under"
"2854",143.375,1495.84,1375,0.178082191780822,0.011,"Under"
"2855",157,1382.95,1325,0.586301369863014,0.0118,"Under"
"2856",40.5,1351.46,1500,0.526027397260274,0.0121,"Under"
"2857",143.125,1498.58,1450,0.463013698630137,0.0109,"Under"
"2858",15.5,1322.36,1425,0.161643835616438,0.0124,"Under"
"2859",359.625,1402.11,1075,0.449315068493151,0.0116,"Under"
"2860",161,1424.37,1275,0.117808219178082,0.0114,"Under"
"2861",53.5,1401.53,1400,0.147945205479452,0.0116,"Under"
"2862",49,1441.72,1500,0.356164383561644,0.0112,"Over"
"2863",88.875,1457.84,1425,0.202739726027397,0.0112,"Under"
"2864",46.75,1432.25,1600,0.67945205479452,0.0113,"Over"
"2865",58.5,1466.04,1600,0.586301369863014,0.0111,"Under"
"2866",47,1376.54,1425,0.279452054794521,0.0119,"Under"
"2867",29,1455.14,1500,0.164383561643836,0.0111,"Over"
"2868",17.25,1404.09,1475,0.142465753424658,0.0115,"Over"
"2869",286.875,1378.02,1150,0.558904109589041,0.0118,"Under"
"2870",53.875,1523.86,1650,0.473972602739726,0.0106,"Under"
"2871",376.625,1479.32,1125,0.358904109589041,0.0111,"Under"
"2872",12,1446.29,1550,0.126027397260274,0.0113,"Over"
"2873",25.5,1305.6,1400,0.164383561643836,0.0125,"Under"
"2874",31.25,1360.16,1410,0.136986301369863,0.0119,"Under"
"2875",366,1389.94,1050,0.33972602739726,0.0117,"Under"
"2876",124.25,1477.44,1400,0.221917808219178,0.011,"Under"
"2877",137,1388.26,1350,0.580821917808219,0.0117,"Under"
"2878",145.625,1494.5,1375,0.194520547945205,0.011,"Under"
"2879",351.75,1396.93,1100,0.654794520547945,0.0117,"Under"
"2880",179.5,1502.51,1400,0.523287671232877,0.011,"Under"
"2881",14.5,1401.44,1475,0.0904109589041096,0.0116,"Under"
"2882",84.125,1399.42,1350,0.126027397260274,0.0116,"Under"
"2883",48.25,1380.2,1400,0.186301369863014,0.0119,"Under"
"2884",31.875,1420.6,1525,0.295890410958904,0.0115,"Over"
"2885",54.5,1409.28,1375,0.126027397260274,0.0115,"Over"
"2886",34,1441.36,1475,0.156164383561644,0.0112,"Over"
"2887",170,1500.64,1400,0.487671232876712,0.0108,"Under"
"2888",191.625,1347.35,1200,0.317808219178082,0.0121,"Under"
"2889",260,1355.62,1150,0.279452054794521,0.012,"Under"
"2890",154.125,1315.19,1200,0.221917808219178,0.0124,"Under"
"2891",69.5,1404.09,1375,0.142465753424658,0.0115,"Under"
"2892",53,1351.26,1400,0.33972602739726,0.0121,"Under"
"2893",0.46875,1329.78,1800,0.178082191780822,0.0123,"Under"
"2894",256.5,1441.72,1200,0.183561643835616,0.0112,"Under"
"2895",350.375,1274.86,995,0.983561643835616,0.0128,"Under"
"2896",4.625,1312.15,1425,0.0986301369863014,0.0125,"Over"
"2897",54,1504.46,1500,0.10958904109589,0.0108,"Under"
"2898",81,1376.54,1325,0.126027397260274,0.0119,"Under"
"2899",43.125,1371.18,1380,0.106849315068493,0.0119,"Under"
"2900",36,1340.93,1350,0.101369863013699,0.0122,"Under"
"2901",30.5,1419.89,1450,0.136986301369863,0.0116,"Over"
"2902",439.25,1452.18,1050,0.484931506849315,0.0112,"Under"
"2903",171,1424.37,1400,0.865753424657534,0.0114,"Under"
"2904",6.375,1305.6,1400,0.0876712328767123,0.0125,"Over"
"2905",560.125,1355.62,800,0.279452054794521,0.012,"Under"
"2906",125.375,1351.46,1375,0.775342465753425,0.0121,"Under"
"2907",43,1461.67,1500,0.197260273972603,0.0112,"Under"
"2908",365.375,1446,1150,0.761643835616438,0.0113,"Under"
"2909",620,1508.31,900,0.312328767123288,0.0109,"Under"
"2910",297.625,1351.46,1100,0.526027397260274,0.0121,"Under"
"2911",220,1402.03,1200,0.186301369863014,0.0117,"Under"
"2912",50,1408.99,1430,0.194520547945205,0.0116,"Under"
"2913",61,1409.17,1425,0.29041095890411,0.0115,"Over"
"2914",105,1510.49,1500,0.416438356164384,0.0109,"Under"
"2915",39,1438.7,1450,0.123287671232877,0.0115,"Over"
"2916",74.375,1508.52,1500,0.219178082191781,0.0107,"Under"
"2917",111.5,1496.07,1500,0.580821917808219,0.011,"Under"
"2918",69.5,1398.56,1550,0.887671232876712,0.0116,"Under"
"2919",34.25,1444.51,1450,0.0904109589041096,0.0114,"Over"
"2920",1.25,1380.2,1550,0.10958904109589,0.0119,"Over"
"2921",385.375,1480.88,1150,0.682191780821918,0.0111,"Under"
"2922",195.875,1494.73,1325,0.126027397260274,0.0109,"Under"
"2923",18,1527.46,1675,0.232876712328767,0.0106,"Over"
"2924",226.125,1508.52,1400,0.717808219178082,0.0107,"Under"
"2925",181.625,1484.43,1325,0.183561643835616,0.0111,"Under"
"2926",112,1379.19,1325,0.295890410958904,0.0118,"Under"
"2927",55,1410.03,1400,0.145205479452055,0.0115,"Under"
"2928",55.25,1416.83,1390,0.101369863013699,0.0114,"Over"
"2929",31,1342.62,1400,0.167123287671233,0.0122,"Under"
"2930",112.5,1451.34,1375,0.238356164383562,0.0114,"Under"
"2931",255.25,1364.59,1125,0.180821917808219,0.012,"Under"
"2932",91,1420.6,1375,0.123287671232877,0.0115,"Under"
"2933",71.25,1436.23,1400,0.128767123287671,0.0114,"Under"
"2934",19.5,1444.51,1475,0.0904109589041096,0.0114,"Over"
"2935",222.25,1432.25,1225,0.180821917808219,0.0113,"Under"
"2936",40,1431.87,1435,0.106849315068493,0.0114,"Over"
"2937",98.25,1448.81,1550,0.791780821917808,0.0113,"Under"
"2938",362.25,1444.51,1100,0.243835616438356,0.0114,"Under"
"2939",252.875,1527.46,1350,0.482191780821918,0.0106,"Under"
"2940",110.75,1464.92,1400,0.216438356164384,0.0111,"Under"
"2941",435.5,1498.58,1075,0.213698630136986,0.0109,"Under"
"2942",468.5,1464.47,1050,0.750684931506849,0.0111,"Under"
"2943",8,1527.46,1675,0.156164383561644,0.0106,"Over"
"2944",166.625,1477.26,1400,0.53972602739726,0.011,"Under"
"2945",396.5,1480.87,1100,0.254794520547945,0.0111,"Under"
"2946",28,1356.56,1455,0.175342465753425,0.012,"Under"
"2947",29.875,1353.43,1400,0.13972602739726,0.012,"Under"
"2948",38,1381.76,1450,0.293150684931507,0.0117,"Over"
"2949",72.75,1400.14,1355,0.101369863013699,0.0117,"Under"
"2950",12.5,1459.9,1510,0.0876712328767123,0.0113,"Over"
"2951",90.125,1406.95,1475,0.578082191780822,0.0116,"Under"
"2952",182.5,1449.68,1325,0.427397260273973,0.0112,"Under"
"2953",164,1346.09,1325,0.827397260273973,0.012,"Under"
"2954",63,1491.56,1475,0.186301369863014,0.0111,"Over"
"2955",120.25,1459.9,1350,0.0876712328767123,0.0113,"Under"
"2956",347.875,1465.15,1150,0.424657534246575,0.0111,"Under"
"2957",41,1364.59,1550,0.67945205479452,0.012,"Under"
"2958",6.625,1419.89,1800,0.635616438356164,0.0116,"Over"
"2959",222.625,1387.12,1175,0.0986301369863014,0.0117,"Under"
"2960",511.5,1527.35,1025,0.235616438356164,0.0106,"Under"
"2961",105.375,1500.64,1425,0.161643835616438,0.0108,"Under"
"2962",58,1452.56,1500,0.36986301369863,0.0114,"Over"
"2963",109.125,1475.95,1600,0.989041095890411,0.0111,"Under"
"2964",8,1305.95,1600,0.482191780821918,0.0125,"Over"
"2965",23,1432.63,1600,0.367123287671233,0.0114,"Over"
"2966",54,1448.72,1465,0.232876712328767,0.0114,"Over"
"2967",139.375,1452.36,1375,0.33972602739726,0.0112,"Under"
"2968",106.375,1434.32,1350,0.123287671232877,0.0114,"Under"
"2969",166.25,1315.19,1300,0.96986301369863,0.0124,"Under"
"2970",47.125,1455.22,1485,0.205479452054795,0.0111,"Under"
"2971",213.5,1446,1300,0.512328767123288,0.0113,"Under"
"2972",207.5,1441.36,1250,0.156164383561644,0.0112,"Under"
"2973",106.125,1391.28,1400,0.531506849315069,0.0117,"Under"
"2974",192.875,1455.22,1325,0.454794520547945,0.0111,"Under"
"2975",156.75,1434.54,1350,0.408219178082192,0.0114,"Under"
"2976",114.625,1348.97,1350,0.550684931506849,0.0121,"Under"
"2977",3.25,1471.84,1575,0.0986301369863014,0.0112,"Over"
"2978",253.75,1328.92,1100,0.219178082191781,0.0123,"Under"
"2979",444.5,1482.8,1100,0.854794520547945,0.0111,"Under"
"2980",316.875,1448.72,1150,0.232876712328767,0.0114,"Under"
"2981",341.5,1500.64,1200,0.487671232876712,0.0108,"Under"
"2982",208.625,1365.98,1200,0.347945205479452,0.012,"Under"
"2983",64,1487.37,1495,0.2,0.011,"Under"
"2984",293.875,1527.46,1300,0.482191780821918,0.0106,"Under"
"2985",108.875,1464.29,1400,0.147945205479452,0.0113,"Under"
"2986",30.75,1340.93,1500,0.504109589041096,0.0122,"Over"
"2987",57.75,1322.36,1375,0.315068493150685,0.0124,"Under"
"2988",161.625,1446.29,1300,0.126027397260274,0.0113,"Under"
"2989",34,1471.84,1470,0.0986301369863014,0.0112,"Over"
"2990",200.5,1493.74,1350,0.413698630136986,0.011,"Under"
"2991",247.625,1402.05,1225,0.586301369863014,0.0116,"Under"
"2992",237.5,1441.36,1325,0.904109589041096,0.0112,"Under"
"2993",27.25,1500.59,1550,0.106849315068493,0.0109,"Under"
"2994",270.125,1432.63,1200,0.367123287671233,0.0114,"Under"
"2995",395.5,1492.92,1100,0.104109589041096,0.011,"Under"
"2996",319.5,1412.14,1100,0.106849315068493,0.0116,"Under"
"2997",214.125,1449.68,1250,0.178082191780822,0.0112,"Under"
"2998",129.75,1353.43,1375,0.810958904109589,0.012,"Under"
"2999",176.375,1314.95,1225,0.542465753424658,0.0124,"Under"
"3000",48,1436.51,1470,0.213698630136986,0.0114,"Under"
"3001",3,1342.13,1525,0.161643835616438,0.0122,"Over"
"3002",75,1479.85,1450,0.180821917808219,0.0111,"Under"
"3003",13.125,1464.29,1550,0.147945205479452,0.0113,"Over"
"3004",36.875,1495.57,1525,0.158904109589041,0.011,"Over"
"3005",0.5,1322.36,1700,0.315068493150685,0.0124,"Over"
"3006",237.5,1424.97,1200,0.120547945205479,0.0114,"Under"
"3007",31.875,1459.9,1460,0.0876712328767123,0.0113,"Over"
"3008",266.75,1444.51,1200,0.243835616438356,0.0114,"Under"
"3009",126.5,1366.7,1250,0.104109589041096,0.0119,"Under"
"3010",294.125,1454.6,1200,0.463013698630137,0.0113,"Under"
"3011",159,1409.12,1400,0.871232876712329,0.0115,"Under"
"3012",206.25,1440.51,1250,0.101369863013699,0.0113,"Under"
"3013",18,1527.46,1675,0.232876712328767,0.0106,"Over"
"3014",72,1450.55,1425,0.145205479452055,0.0113,"Under"
"3015",138.75,1452.36,1325,0.0904109589041096,0.0112,"Under"
"3016",260.375,1452.56,1200,0.120547945205479,0.0114,"Under"
"3017",174.875,1374.17,1300,0.673972602739726,0.0119,"Under"
"3018",15,1457.6,1550,0.186301369863014,0.0111,"Over"
"3019",277.375,1459.9,1200,0.241095890410959,0.0113,"Under"
"3020",412.375,1504.46,1150,0.684931506849315,0.0108,"Under"
"3021",193.625,1481.96,1300,0.0849315068493151,0.0111,"Under"
"3022",116.5,1475.62,1375,0.10958904109589,0.0112,"Under"
"3023",57,1320.28,1345,0.213698630136986,0.012,"Under"
"3024",144.5,1451.34,1325,0.161643835616438,0.0114,"Under"
"3025",343.25,1356.56,1025,0.175342465753425,0.012,"Under"
"3026",302,1360.16,1150,0.884931506849315,0.0119,"Under"
"3027",237.75,1396.93,1175,0.156164383561644,0.0117,"Under"
"3028",131.25,1422.45,1350,0.298630136986301,0.0115,"Under"
"3029",6.25,1468.25,1600,0.128767123287671,0.0111,"Over"
"3030",164.25,1341.77,1200,0.156164383561644,0.0122,"Under"
"3031",206.625,1408.99,1225,0.194520547945205,0.0116,"Under"
"3032",96.125,1334.22,1450,0.964383561643836,0.0123,"Under"
"3033",446.5,1474.47,1050,0.394520547945205,0.0112,"Under"
"3034",43.75,1396.93,1500,0.405479452054795,0.0117,"Under"
"3035",423.75,1429.86,1050,0.646575342465753,0.0114,"Under"
"3036",153.25,1464.92,1325,0.13972602739726,0.0111,"Under"
"3037",25.75,1402.05,1450,0.164383561643836,0.0116,"Over"
"3038",49,1431.87,1425,0.106849315068493,0.0114,"Under"
"3039",330.625,1447.8,1125,0.0849315068493151,0.0113,"Under"
"3040",17,1364.59,1425,0.104109589041096,0.012,"Over"
"3041",252.5,1374.62,1200,0.665753424657534,0.0119,"Under"
"3042",59,1369.89,1390,0.271232876712329,0.0119,"Under"
"3043",67.125,1495.57,1550,0.408219178082192,0.011,"Under"
"3044",369.875,1452.18,1125,0.484931506849315,0.0112,"Under"
"3045",56.25,1449.68,1425,0.101369863013699,0.0112,"Under"
"3046",38,1424.37,1435,0.117808219178082,0.0114,"Over"
"3047",184,1419.89,1250,0.136986301369863,0.0116,"Under"
"3048",358.25,1441.48,1125,0.482191780821918,0.0113,"Under"
"3049",276.625,1500.64,1275,0.487671232876712,0.0108,"Under"
"3050",63,1314.95,1400,0.542465753424658,0.0124,"Under"
"3051",32.75,1402.03,1425,0.10958904109589,0.0117,"Under"
"3052",596,1469.44,900,0.50958904109589,0.0111,"Under"
"3053",286.375,1389.94,1200,0.838356164383562,0.0117,"Under"
"3054",64.5,1416.83,1375,0.101369863013699,0.0114,"Over"
"3055",62.25,1427.47,1425,0.161643835616438,0.0114,"Under"
"3056",0.4375,1322.36,1995,0.315068493150685,0.0124,"Under"
"3057",76.875,1477.26,1550,0.53972602739726,0.011,"Under"
"3058",43.5,1465.81,1475,0.175342465753425,0.0113,"Over"
"3059",182,1395.07,1300,0.520547945205479,0.0116,"Under"
"3060",99.875,1403.45,1400,0.446575342465753,0.0116,"Under"
"3061",217.875,1504.46,1300,0.10958904109589,0.0108,"Under"
"3062",200.25,1441.61,1250,0.0876712328767123,0.0113,"Under"
"3063",37.5,1403.45,1450,0.197260273972603,0.0116,"Under"
"3064",48,1399.05,1550,0.564383561643836,0.0117,"Under"
"3065",85,1400.72,1400,0.320547945205479,0.0117,"Under"
"3066",32,1346.09,1400,0.156164383561644,0.012,"Under"
"3067",93.5,1401.53,1400,0.397260273972603,0.0116,"Under"
"3068",381.625,1360.16,1050,0.884931506849315,0.0119,"Under"
"3069",246.5,1395.78,1200,0.397260273972603,0.0117,"Under"
"3070",255.75,1502.51,1275,0.273972602739726,0.011,"Under"
"3071",407.125,1493.74,1100,0.164383561643836,0.011,"Under"
"3072",71.375,1348.97,1350,0.224657534246575,0.0121,"Under"
"3073",85,1456.95,1425,0.194520547945205,0.0112,"Under"
"3074",27.5,1371.18,1475,0.26027397260274,0.0119,"Under"
"3075",48.25,1498.13,1550,0.317808219178082,0.011,"Over"
"3076",136.125,1492.25,1500,0.775342465753425,0.0111,"Under"
"3077",64.25,1409.17,1375,0.117808219178082,0.0115,"Under"
"3078",98.25,1448.81,1550,0.791780821917808,0.0113,"Under"
"3079",50,1498.13,1500,0.164383561643836,0.011,"Over"
"3080",18,1398.56,1500,0.216438356164384,0.0116,"Over"
"3081",65.125,1469.54,1450,0.205479452054795,0.0112,"Over"
"3082",79.75,1454.6,1400,0.136986301369863,0.0113,"Over"
"3083",347.625,1481.96,1150,0.161643835616438,0.0111,"Under"
"3084",105.375,1329.78,1250,0.101369863013699,0.0123,"Under"
"3085",166.625,1457.84,1325,0.202739726027397,0.0112,"Under"
"3086",246.75,1495.57,1300,0.408219178082192,0.011,"Under"
"3087",42.125,1509.98,1500,0.0986301369863014,0.0109,"Over"
"3088",404.625,1407.81,1050,0.6,0.0116,"Under"
"3089",208.25,1352.17,1250,0.816438356164384,0.012,"Under"
"3090",133.625,1391.28,1275,0.10958904109589,0.0117,"Under"
"3091",47,1508.52,1550,0.219178082191781,0.0107,"Under"
"3092",10.125,1371.18,1650,0.50958904109589,0.0119,"Over"
"3093",274.75,1415.1,1150,0.123287671232877,0.0115,"Under"
"3094",239.5,1374.17,1150,0.175342465753425,0.0119,"Under"
"3095",10.75,1509.98,1575,0.0986301369863014,0.0109,"Over"
"3096",395.125,1403.45,1025,0.446575342465753,0.0116,"Under"
"3097",387.625,1369.89,995,0.271232876712329,0.0119,"Under"
"3098",181.375,1343.55,1225,0.523287671232877,0.0122,"Under"
"3099",174,1441.72,1400,0.854794520547945,0.0112,"Under"
"3100",303.25,1486,1200,0.243835616438356,0.011,"Under"
"3101",70.5,1501.34,1475,0.120547945205479,0.0109,"Under"
"3102",330.625,1440.51,1125,0.178082191780822,0.0113,"Under"
"3103",188,1464.47,1300,0.252054794520548,0.0111,"Under"
"3104",25.5,1415.1,1495,0.123287671232877,0.0115,"Under"
"3105",198.125,1438.1,1250,0.126027397260274,0.0115,"Under"
"3106",159.5,1500.64,1375,0.238356164383562,0.0108,"Under"
"3107",144,1374.62,1350,0.665753424657534,0.0119,"Under"
"3108",295.25,1412.14,1125,0.106849315068493,0.0116,"Under"
"3109",0.5,1312.15,1650,0.252054794520548,0.0125,"Over"
"3110",209,1494.73,1400,0.701369863013699,0.0109,"Under"
"3111",551.5,1324.97,800,0.531506849315069,0.0124,"Under"
"3112",255.125,1353.43,1125,0.312328767123288,0.012,"Under"
"3113",76,1424.97,1400,0.197260273972603,0.0114,"Under"
"3114",98.25,1467.17,1425,0.180821917808219,0.0111,"Under"
"3115",42,1477.44,1500,0.145205479452055,0.011,"Under"
"3116",171,1458.29,1300,0.216438356164384,0.0113,"Under"
"3117",81.25,1320.28,1275,0.136986301369863,0.012,"Under"
"3118",35.125,1475.95,1550,0.241095890410959,0.0111,"Over"
"3119",176,1348.97,1200,0.147945205479452,0.0121,"Under"
"3120",230,1409.57,1200,0.120547945205479,0.0116,"Under"
"3121",268.375,1366.42,1125,0.298630136986301,0.0119,"Under"
"3122",5.625,1449.62,1575,0.13972602739726,0.0114,"Over"
"3123",108.5,1508.31,1425,0.158904109589041,0.0109,"Under"
"3124",272.75,1505.97,1250,0.128767123287671,0.0108,"Under"
"3125",37.125,1379.58,1500,0.386301369863014,0.0119,"Under"
"3126",61.625,1336.09,1325,0.145205479452055,0.0122,"Under"
"3127",32.25,1465.15,1470,0.0986301369863014,0.0111,"Over"
"3128",205,1454.82,1400,0.967123287671233,0.0112,"Under"
"3129",89,1422.45,1400,0.298630136986301,0.0115,"Under"
"3130",69.75,1487.37,1490,0.2,0.011,"Under"
"3131",13.75,1360.16,1575,0.386301369863014,0.0119,"Over"
"3132",101.5,1477.26,1400,0.117808219178082,0.011,"Under"
"3133",17.5,1412.14,1800,0.854794520547945,0.0116,"Over"
"3134",294.75,1329.78,1050,0.178082191780822,0.0123,"Under"
"3135",152.875,1505.97,1500,0.704109589041096,0.0108,"Under"
"3136",379.25,1421.22,1050,0.123287671232877,0.0115,"Under"
"3137",11.5,1394.46,1475,0.128767123287671,0.0116,"Over"
"3138",50,1356.56,1600,0.673972602739726,0.012,"Under"
"3139",104.375,1471.84,1400,0.194520547945205,0.0112,"Under"
"3140",10,1459.9,1600,0.241095890410959,0.0113,"Over"
"3141",173.5,1419.89,1300,0.386301369863014,0.0116,"Under"
"3142",63.125,1402.05,1365,0.0876712328767123,0.0116,"Under"
"3143",26,1391.28,1500,0.282191780821918,0.0117,"Over"
"3144",5.25,1401.53,1525,0.147945205479452,0.0116,"Over"
"3145",161.25,1395.07,1250,0.0986301369863014,0.0116,"Under"
"3146",128,1305.6,1200,0.164383561643836,0.0125,"Under"
